resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
22944,949,830,5,33,10,6,6,6,8.0,57,+1:20.929,5695625,49,7,1:35.504,204.004,1
22947,949,822,3,77,6,9,9,9,2.0,56,\N,\N,37,15,1:37.077,200.698,11
22949,949,825,4,20,22,11,11,11,0.0,56,\N,\N,40,14,1:36.730,201.418,11
22953,949,807,10,27,8,15,15,15,0.0,56,\N,\N,53,4,1:35.188,204.681,11
22954,949,815,10,11,18,16,16,16,0.0,56,\N,\N,39,10,1:36.067,202.808,11
22956,949,832,5,55,11,\N,R,18,0.0,29,\N,\N,22,18,1:38.408,197.983,31
22964,950,817,9,3,2,4,4,4,12.0,56,+52.688,5986579,55,11,1:41.015,194.264,1
22967,950,1,131,44,22,7,7,7,6.0,56,+1:18.230,6012121,32,10,1:40.662,194.945,1
22968,950,830,5,33,9,8,8,8,4.0,56,+1:19.268,6013159,41,5,1:40.399,195.456,1
22969,950,832,5,55,8,9,9,9,2.0,56,+1:24.127,6018018,35,12,1:41.485,193.364,1
22970,950,822,3,77,5,10,10,10,1.0,56,+1:26.192,6020083,23,15,1:41.558,193.225,1
22971,950,815,10,11,7,11,11,11,0.0,56,+1:34.283,6028174,30,17,1:41.846,192.679,1
22972,950,4,1,14,11,12,12,12,0.0,56,+1:37.253,6031144,36,19,1:42.226,191.962,1
22975,950,807,10,27,13,15,15,15,0.0,55,\N,\N,48,1,1:39.824,196.581,11
22977,950,825,4,20,17,17,17,17,0.0,55,\N,\N,22,21,1:42.311,191.803,11
22984,951,1,131,44,10,2,2,2,18.0,53,+25.022,5587019,36,4,1:40.266,209.969,1
22986,951,822,3,77,2,4,4,4,12.0,53,+50.217,5612214,37,6,1:41.159,208.115,1
22988,951,4,1,14,14,6,6,6,8.0,52,\N,\N,52,5,1:40.347,209.799,11
22989,951,825,4,20,17,7,7,7,6.0,52,\N,\N,50,9,1:41.832,206.740,11
22991,951,815,10,11,6,9,9,9,2.0,52,\N,\N,47,10,1:41.897,206.608,11
22993,951,817,9,3,5,11,11,11,0.0,52,\N,\N,46,7,1:41.179,208.074,11
22994,951,832,5,55,11,12,12,12,0.0,52,\N,\N,41,15,1:42.205,205.986,11
23001,951,830,5,33,9,\N,R,19,0.0,33,\N,\N,32,13,1:42.029,206.341,131
23003,951,807,10,27,13,\N,R,21,0.0,0,\N,\N,\N,0,\N,\N,4
23005,952,830,9,33,4,1,1,1,25.0,66,1:41:40.017,6100017,36,6,1:28.816,188.682,1
23008,952,817,9,3,3,4,4,4,12.0,66,+43.950,6143967,46,3,1:28.209,189.980,1
23009,952,822,3,77,7,5,5,5,10.0,66,+45.271,6145288,60,8,1:29.081,188.120,1
23010,952,832,5,55,8,6,6,6,8.0,66,+1:01.395,6161412,42,11,1:29.663,186.899,1
23011,952,815,10,11,9,7,7,7,6.0,66,+1:19.538,6179555,37,15,1:29.801,186.612,1
23018,952,825,4,20,15,14,14,14,0.0,65,\N,\N,57,5,1:28.716,188.894,11
23023,952,4,1,14,10,\N,R,19,0.0,45,\N,\N,41,13,1:29.750,186.718,5
23024,952,807,10,27,11,\N,R,20,0.0,20,\N,\N,8,20,1:31.810,182.529,5
23025,952,1,131,44,1,\N,R,21,0.0,0,\N,\N,\N,0,\N,\N,4
23027,953,1,131,44,3,1,1,1,25.0,78,1:59:29.133,7169133,71,1,1:17.939,154.135,1
23028,953,817,9,3,1,2,2,2,18.0,78,+7.252,7176385,67,3,1:18.294,153.437,1
23029,953,815,10,11,7,3,3,3,15.0,78,+13.825,7182958,64,4,1:18.446,153.139,1
23031,953,4,1,14,9,5,5,5,10.0,78,+1:25.076,7254209,72,8,1:19.170,151.739,1
23032,953,807,10,27,5,6,6,6,8.0,78,+1:32.999,7262132,74,11,1:19.232,151.620,1
23034,953,832,5,55,6,8,8,8,4.0,77,\N,\N,70,5,1:18.519,152.997,11
23038,953,822,3,77,10,12,12,12,0.0,77,\N,\N,66,10,1:19.223,151.637,11
23044,953,830,9,33,0,\N,R,18,0.0,34,\N,\N,34,18,1:26.563,138.779,3
23045,953,825,4,20,16,\N,R,19,0.0,32,\N,\N,27,19,1:29.802,133.774,31
23049,954,1,131,44,1,1,1,1,25.0,70,1:31:05.296,5465296,68,2,1:15.981,206.625,1
23051,954,822,3,77,7,3,3,3,15.0,70,+46.422,5511718,68,10,1:16.938,204.055,1
23052,954,830,9,33,5,4,4,4,12.0,70,+53.020,5518316,49,4,1:16.319,205.710,1
23055,954,817,9,3,4,7,7,7,6.0,70,+1:03.634,5528930,51,5,1:16.506,205.207,1
23056,954,807,10,27,9,8,8,8,4.0,69,\N,\N,68,8,1:16.604,204.944,11
23057,954,832,5,55,20,9,9,9,2.0,69,\N,\N,54,7,1:16.578,205.014,11
23058,954,815,10,11,11,10,10,10,1.0,69,\N,\N,54,6,1:16.559,205.065,11
23059,954,4,1,14,10,11,11,11,0.0,69,\N,\N,67,13,1:17.307,203.081,11
23064,954,825,4,20,22,16,16,16,0.0,68,\N,\N,42,18,1:18.224,200.700,12
23073,955,815,10,11,7,3,3,3,15.0,51,+25.241,5597607,45,4,1:46.990,201.988,1
23075,955,1,131,44,10,5,5,5,10.0,51,+56.335,5628701,42,2,1:46.822,202.306,1
23076,955,822,3,77,8,6,6,6,8.0,51,+1:00.886,5633252,50,9,1:47.604,200.836,1
23077,955,817,9,3,2,7,7,7,6.0,51,+1:09.229,5641595,51,12,1:47.736,200.590,1
23078,955,830,9,33,9,8,8,8,4.0,51,+1:10.696,5643062,50,3,1:46.973,202.021,1
23079,955,807,10,27,12,9,9,9,2.0,51,+1:17.708,5650074,37,15,1:48.012,200.077,1
23084,955,825,4,20,22,14,14,14,0.0,50,\N,\N,41,19,1:49.282,197.752,11
23089,955,4,1,14,13,\N,R,19,0.0,42,\N,\N,27,18,1:49.101,198.080,6
23091,955,832,5,55,18,\N,R,21,0.0,31,\N,\N,31,16,1:48.804,198.621,22
23093,956,1,131,44,1,1,1,1,25.0,71,1:27:38.107,5258107,67,1,1:08.411,227.647,1
23094,956,830,9,33,8,2,2,2,18.0,71,+5.719,5263826,69,5,1:09.618,223.700,1
23097,956,817,9,3,5,5,5,5,10.0,71,+30.981,5289088,66,3,1:08.770,226.459,1
23100,956,832,5,55,15,8,8,8,4.0,71,+47.400,5305507,68,11,1:10.138,222.042,1
23101,956,822,3,77,7,9,9,9,2.0,70,\N,\N,55,12,1:10.210,221.814,11
23106,956,825,4,20,17,14,14,14,0.0,70,\N,\N,56,17,1:10.450,221.058,11
23109,956,815,10,11,16,17,17,17,0.0,69,\N,\N,66,10,1:10.120,222.099,23
23110,956,4,1,14,14,18,18,18,0.0,64,\N,\N,44,20,1:11.020,219.284,84
23111,956,807,10,27,2,19,19,19,0.0,64,\N,\N,53,14,1:10.309,221.502,23
23115,957,1,131,44,1,1,1,1,25.0,52,1:34:55.831,5695831,45,3,1:35.771,221.440,1
23116,957,830,9,33,3,2,2,2,18.0,52,+8.250,5704081,41,6,1:36.407,219.979,1
23118,957,817,9,3,4,4,4,4,12.0,52,+26.211,5722042,52,4,1:36.013,220.882,1
23120,957,815,10,11,10,6,6,6,8.0,52,+1:16.941,5772772,35,15,1:37.900,216.625,1
23121,957,807,10,27,8,7,7,7,6.0,52,+1:17.712,5773543,51,11,1:37.618,217.250,1
23122,957,832,5,55,7,8,8,8,4.0,52,+1:25.858,5781689,43,10,1:37.401,217.734,1
23127,957,4,1,14,9,13,13,13,0.0,51,\N,\N,43,2,1:35.669,221.676,11
23128,957,822,3,77,6,14,14,14,0.0,51,\N,\N,45,9,1:37.383,217.775,11
23131,957,825,4,20,16,17,17,17,0.0,49,\N,\N,43,12,1:37.619,217.248,6
23137,958,1,131,44,2,1,1,1,25.0,70,1:40:30.115,6030115,69,3,1:23.849,188.095,1
23139,958,817,9,3,3,3,3,3,15.0,70,+27.539,6057654,60,5,1:24.608,186.407,1
23141,958,830,9,33,4,5,5,5,10.0,70,+48.659,6078774,40,7,1:24.687,186.234,1
23143,958,4,1,14,7,7,7,7,6.0,69,\N,\N,62,8,1:24.958,185.639,11
23144,958,832,5,55,6,8,8,8,4.0,69,\N,\N,67,10,1:25.103,185.323,11
23145,958,822,3,77,10,9,9,9,2.0,69,\N,\N,59,11,1:25.273,184.954,11
23146,958,807,10,27,9,10,10,10,1.0,69,\N,\N,69,13,1:25.392,184.696,11
23147,958,815,10,11,13,11,11,11,0.0,69,\N,\N,65,9,1:25.021,185.502,11
23151,958,825,4,20,19,15,15,15,0.0,69,\N,\N,39,19,1:26.230,182.901,11
23159,959,1,131,44,2,1,1,1,25.0,67,1:30:44.200,5444200,52,3,1:18.746,209.107,1
23160,959,817,9,3,3,2,2,2,18.0,67,+6.996,5451196,48,1,1:18.442,209.918,1
23161,959,830,9,33,4,3,3,3,15.0,67,+13.413,5457613,47,4,1:18.910,208.673,1
23165,959,807,10,27,8,7,7,7,6.0,67,+1:10.049,5514249,46,12,1:20.056,205.686,1
23167,959,822,3,77,7,9,9,9,2.0,66,\N,\N,36,15,1:20.442,204.699,11
23168,959,815,10,11,9,10,10,10,1.0,66,\N,\N,46,8,1:19.606,206.848,11
23170,959,4,1,14,13,12,12,12,0.0,66,\N,\N,50,13,1:20.132,205.490,11
23172,959,832,5,55,15,14,14,14,0.0,66,\N,\N,54,11,1:19.957,205.940,11
23174,959,825,4,20,16,16,16,16,0.0,66,\N,\N,42,21,1:21.649,201.673,11
23182,960,817,9,3,5,2,2,2,18.0,44,+14.113,6305171,11,4,1:52.461,224.205,1
23183,960,1,131,44,21,3,3,3,15.0,44,+27.634,6318692,40,1,1:51.583,225.969,1
23184,960,807,10,27,7,4,4,4,12.0,44,+35.907,6326965,41,10,1:53.530,222.094,1
23185,960,815,10,11,6,5,5,5,10.0,44,+40.660,6331718,34,8,1:53.414,222.321,1
23187,960,4,1,14,22,7,7,7,6.0,44,+59.445,6350503,43,15,1:54.484,220.243,1
23188,960,822,3,77,8,8,8,8,4.0,44,+1:00.151,6351209,31,12,1:54.120,220.946,1
23191,960,830,9,33,2,11,11,11,0.0,44,+1:11.138,6362196,32,7,1:53.281,222.582,1
23196,960,839,209,31,17,16,16,16,0.0,43,\N,\N,26,16,1:55.734,217.865,11
23198,960,825,4,20,12,\N,R,18,0.0,5,\N,\N,4,18,1:56.588,216.269,3
23200,960,832,5,55,14,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,29
23204,961,1,131,44,1,2,2,2,18.0,53,+15.070,4663159,27,4,1:26.303,241.646,1
23207,961,817,9,3,6,5,5,5,10.0,53,+45.295,4693384,52,2,1:25.919,242.726,1
23208,961,822,3,77,5,6,6,6,8.0,53,+51.015,4699104,46,10,1:26.708,240.517,1
23209,961,830,9,33,7,7,7,7,6.0,53,+54.236,4702325,50,8,1:26.405,241.361,1
23210,961,815,10,11,8,8,8,8,4.0,53,+1:04.954,4713043,40,12,1:26.920,239.930,1
23212,961,807,10,27,9,10,10,10,1.0,53,+1:18.656,4726745,40,13,1:26.954,239.837,1
23216,961,4,1,14,12,14,14,14,0.0,52,\N,\N,51,1,1:25.340,244.373,11
23217,961,832,5,55,15,15,15,15,0.0,52,\N,\N,41,11,1:26.751,240.398,11
23219,961,825,4,20,21,17,17,17,0.0,52,\N,\N,52,16,1:27.618,238.019,11
23220,961,839,209,31,22,18,18,18,0.0,51,\N,\N,51,18,1:28.534,235.556,12
23226,962,817,9,3,2,2,2,2,18.0,61,+0.488,6949438,49,1,1:47.187,170.113,1
23227,962,1,131,44,3,3,3,3,15.0,61,+8.038,6956988,52,3,1:47.752,169.221,1
23230,962,830,9,33,4,6,6,6,8.0,61,+1:11.197,7020147,46,5,1:49.050,167.207,1
23231,962,4,1,14,9,7,7,7,6.0,61,+1:29.198,7038148,49,12,1:51.249,163.902,1
23232,962,815,10,11,17,8,8,8,4.0,61,+1:51.062,7060012,34,15,1:51.517,163.508,1
23234,962,825,4,20,15,10,10,10,1.0,61,+1:59.952,7068902,44,8,1:50.858,164.480,1
23238,962,832,5,55,6,14,14,14,0.0,60,\N,\N,56,7,1:50.532,164.965,11
23242,962,839,209,31,21,18,18,18,0.0,59,\N,\N,47,18,1:51.748,163.170,12
23244,962,822,3,77,10,\N,R,20,0.0,35,\N,\N,17,13,1:51.368,163.727,25
23245,962,807,10,27,8,\N,R,21,0.0,0,\N,\N,\N,0,\N,\N,4
23247,963,817,9,3,4,1,1,1,25.0,56,1:37:12.776,5832776,44,3,1:37.449,204.771,1
23248,963,830,9,33,3,2,2,2,18.0,56,+2.443,5835219,44,2,1:37.376,204.925,1
23251,963,822,3,77,11,5,5,5,10.0,56,+1:01.582,5894358,53,9,1:39.199,201.159,1
23252,963,815,10,11,7,6,6,6,8.0,56,+1:03.794,5896570,51,11,1:39.328,200.898,1
23253,963,4,1,14,22,7,7,7,6.0,56,+1:05.205,5897981,44,6,1:38.291,203.017,1
23254,963,807,10,27,8,8,8,8,4.0,56,+1:14.062,5906838,43,5,1:37.793,204.051,1
23257,963,832,5,55,16,11,11,11,0.0,56,+1:38.878,5931654,44,10,1:39.243,201.070,1
23262,963,839,209,31,20,16,16,16,0.0,55,\N,\N,45,18,1:41.467,196.662,11
23264,963,1,131,44,1,\N,R,18,0.0,40,\N,\N,31,7,1:38.595,202.391,5
23266,963,825,4,20,14,\N,R,20,0.0,17,\N,\N,3,21,1:43.379,193.025,75
23270,964,830,9,33,3,2,2,2,18.0,53,+4.978,5208311,43,6,1:36.386,216.890,1
23271,964,1,131,44,2,3,3,3,15.0,53,+5.776,5209109,36,2,1:35.152,219.703,1
23274,964,817,9,3,4,6,6,6,8.0,53,+33.941,5237274,36,3,1:35.511,218.877,1
23275,964,815,10,11,5,7,7,7,6.0,53,+57.495,5260828,31,7,1:36.756,216.061,1
23276,964,807,10,27,9,8,8,8,4.0,53,+59.177,5262510,39,10,1:37.351,214.740,1
23278,964,822,3,77,11,10,10,10,1.0,53,+1:38.323,5301656,33,15,1:37.844,213.658,1
23282,964,825,4,20,17,14,14,14,0.0,52,\N,\N,27,18,1:38.036,213.240,11
23284,964,4,1,14,15,16,16,16,0.0,52,\N,\N,29,19,1:38.208,212.866,11
23285,964,832,5,55,14,17,17,17,0.0,52,\N,\N,41,12,1:37.723,213.923,11
23289,964,839,209,31,20,21,21,21,0.0,52,\N,\N,33,20,1:38.380,212.494,11
23291,965,1,131,44,1,1,1,1,25.0,56,1:38:12.618,5892618,45,4,1:42.386,193.842,1
23293,965,817,9,3,3,3,3,3,15.0,56,+19.692,5912310,51,7,1:42.555,193.523,1
23295,965,4,1,14,12,5,5,5,10.0,56,+1:33.953,5986571,36,10,1:43.502,191.752,1
23296,965,832,5,55,10,6,6,6,8.0,56,+1:36.124,5988742,33,8,1:42.832,193.002,1
23298,965,815,10,11,11,8,8,8,4.0,55,\N,\N,33,12,1:43.925,190.972,11
23302,965,825,4,20,18,12,12,12,0.0,55,\N,\N,48,17,1:44.730,189.504,11
23306,965,822,3,77,8,16,16,16,0.0,55,\N,\N,34,18,1:44.977,189.058,11
23308,965,839,209,31,22,18,18,18,0.0,54,\N,\N,46,11,1:43.585,191.599,12
23310,965,830,9,33,4,\N,R,20,0.0,28,\N,\N,28,5,1:42.424,193.770,6
23312,965,807,10,27,7,\N,R,22,0.0,1,\N,\N,\N,0,\N,\N,4
23313,966,1,131,44,1,1,1,1,25.0,71,1:40:31.402,6031402,66,4,1:22.596,187.592,1
23315,966,817,9,3,4,3,3,3,15.0,71,+20.858,6052260,53,1,1:21.134,190.972,1
23316,966,830,9,33,3,4,4,4,12.0,71,+21.323,6052725,66,6,1:22.887,186.934,1
23319,966,807,10,27,5,7,7,7,6.0,71,+58.891,6090293,50,9,1:23.288,186.034,1
23320,966,822,3,77,8,8,8,8,4.0,71,+1:05.612,6097014,65,11,1:23.540,185.472,1
23322,966,815,10,11,12,10,10,10,1.0,71,+1:16.798,6108200,62,13,1:23.607,185.324,1
23325,966,4,1,14,11,13,13,13,0.0,70,\N,\N,69,16,1:23.668,185.189,11
23328,966,832,5,55,10,16,16,16,0.0,70,\N,\N,52,19,1:24.467,183.437,11
23329,966,825,4,20,14,17,17,17,0.0,70,\N,\N,53,7,1:23.146,186.351,11
23333,966,839,209,31,20,21,21,21,0.0,69,\N,\N,43,21,1:24.964,182.364,12
23335,967,1,131,44,1,1,1,1,25.0,71,3:01:01.335,10861335,44,3,1:25.639,181.137,1
23337,967,830,9,33,4,3,3,3,15.0,71,+21.481,10882816,67,1,1:25.305,181.846,1
23338,967,815,10,11,9,4,4,4,12.0,71,+25.346,10886681,41,11,1:27.093,178.113,1
23340,967,832,5,55,15,6,6,6,8.0,71,+29.160,10890495,38,13,1:27.153,177.990,1
23341,967,807,10,27,8,7,7,7,6.0,71,+29.827,10891162,69,8,1:26.728,178.862,1
23342,967,817,9,3,6,8,8,8,4.0,71,+30.486,10891821,42,2,1:25.532,181.363,1
23344,967,4,1,14,10,10,10,10,1.0,71,+44.432,10905767,70,12,1:27.104,178.090,1
23345,967,822,3,77,11,11,11,11,0.0,71,+45.292,10906627,70,4,1:26.062,180.246,1
23346,967,839,209,31,22,12,12,12,0.0,71,+45.809,10907144,47,16,1:27.796,176.686,1
23348,967,825,4,20,18,14,14,14,0.0,71,+51.555,10912890,69,7,1:26.524,179.284,1
23357,968,1,131,44,1,1,1,1,25.0,55,1:38:04.013,5884013,37,5,1:45.137,190.174,1
23360,968,830,9,33,6,4,4,4,12.0,55,+1.685,5885698,36,7,1:45.187,190.084,1
23361,968,817,9,3,3,5,5,5,10.0,55,+5.315,5889328,29,3,1:44.889,190.624,1
23363,968,807,10,27,7,7,7,7,6.0,55,+50.114,5934127,31,13,1:45.949,188.717,1
23364,968,815,10,11,8,8,8,8,4.0,55,+58.776,5942789,30,8,1:45.249,189.972,1
23366,968,4,1,14,9,10,10,10,1.0,55,+59.896,5943909,50,2,1:44.495,191.343,1
23369,968,839,209,31,20,13,13,13,0.0,54,\N,\N,46,15,1:46.189,188.290,11
23374,968,832,5,55,21,\N,R,18,0.0,41,\N,\N,30,18,1:46.591,187.580,130
23377,968,822,3,77,11,\N,R,21,0.0,6,\N,\N,4,19,1:47.837,185.413,22
23378,968,825,4,20,18,\N,R,22,0.0,5,\N,\N,4,20,1:48.601,184.108,22
23380,969,1,131,44,1,2,2,2,18.0,57,+9.975,5061647,44,6,1:27.033,219.351,1
23381,969,822,131,77,3,3,3,3,15.0,57,+11.250,5062922,56,2,1:26.593,220.465,1
23383,969,830,9,33,5,5,5,5,10.0,57,+28.827,5080499,43,5,1:26.964,219.525,1
23385,969,815,10,11,10,7,7,7,6.0,56,\N,\N,56,10,1:28.336,216.115,11
23386,969,832,5,55,8,8,8,8,4.0,56,\N,\N,53,8,1:27.677,217.740,11
23388,969,839,10,31,13,10,10,10,1.0,56,\N,\N,55,11,1:28.475,215.776,11
23389,969,807,4,27,11,11,11,11,0.0,56,\N,\N,55,12,1:28.486,215.749,11
23392,969,4,1,14,12,\N,R,14,0.0,50,\N,\N,48,17,1:30.077,211.938,76
23393,969,825,210,20,17,\N,R,15,0.0,46,\N,\N,46,7,1:27.568,218.011,22
23394,969,840,3,18,20,\N,R,16,0.0,40,\N,\N,38,14,1:29.389,213.569,23
23395,969,817,9,3,0,\N,R,17,0.0,25,\N,\N,21,16,1:29.447,213.431,131
23399,970,1,131,44,1,1,1,1,25.0,56,1:37:36.158,5856158,44,1,1:35.378,205.745,1
23401,970,830,9,33,16,3,3,3,15.0,56,+45.192,5901350,31,7,1:36.722,202.886,1
23402,970,817,9,3,5,4,4,4,12.0,56,+46.035,5902193,36,8,1:36.791,202.741,1
23404,970,822,131,77,3,6,6,6,8.0,56,+48.808,5904966,41,3,1:35.849,204.734,1
23405,970,832,5,55,11,7,7,7,6.0,56,+1:12.893,5929051,30,10,1:37.398,201.478,1
23406,970,825,210,20,12,8,8,8,4.0,55,\N,\N,35,11,1:37.528,201.209,11
23407,970,815,10,11,8,9,9,9,2.0,55,\N,\N,55,6,1:36.531,203.288,11
23408,970,839,10,31,17,10,10,10,1.0,55,\N,\N,55,9,1:37.036,202.230,11
23410,970,807,4,27,7,12,12,12,0.0,55,\N,\N,36,13,1:38.015,200.210,11
23414,970,4,1,14,13,\N,R,16,0.0,33,\N,\N,31,15,1:39.496,197.230,30
23418,970,840,3,18,10,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4
23420,971,1,131,44,2,2,2,2,18.0,57,+6.660,5640034,46,1,1:32.798,209.952,1
23421,971,822,131,77,1,3,3,3,15.0,57,+20.397,5653771,33,5,1:34.087,207.076,1
23423,971,817,9,3,4,5,5,5,10.0,57,+39.346,5672720,42,2,1:33.495,208.387,1
23425,971,815,10,11,18,7,7,7,6.0,57,+1:02.606,5695980,39,7,1:34.609,205.933,1
23427,971,807,4,27,7,9,9,9,2.0,57,+1:20.188,5713562,40,12,1:35.372,204.286,1
23428,971,839,10,31,14,10,10,10,1.0,57,+1:35.711,5729085,39,11,1:35.179,204.700,1
23432,971,4,1,14,15,14,14,14,0.0,54,\N,\N,47,14,1:35.595,203.809,131
23434,971,832,5,55,16,\N,R,16,0.0,12,\N,\N,8,18,1:38.026,198.755,4
23435,971,840,3,18,12,\N,R,17,0.0,12,\N,\N,10,15,1:36.303,202.311,4
23436,971,830,9,33,6,\N,R,18,0.0,11,\N,\N,4,16,1:36.681,201.520,23
23437,971,825,210,20,20,\N,R,19,0.0,8,\N,\N,6,19,1:38.718,197.362,10
23439,972,822,131,77,3,1,1,1,25.0,52,1:28:08.743,5288743,49,3,1:37.367,216.221,1
23442,972,1,131,44,4,4,4,4,12.0,52,+36.320,5325063,18,6,1:38.398,213.955,1
23443,972,830,9,33,7,5,5,5,10.0,52,+1:00.416,5349159,47,8,1:38.429,213.888,1
23444,972,815,10,11,9,6,6,6,8.0,52,+1:26.788,5375531,51,9,1:38.661,213.385,1
23445,972,839,10,31,10,7,7,7,6.0,52,+1:35.004,5383747,50,10,1:38.745,213.203,1
23446,972,807,4,27,8,8,8,8,4.0,52,+1:36.188,5384931,52,7,1:38.418,213.912,1
23448,972,832,5,55,14,10,10,10,1.0,51,\N,\N,51,11,1:38.858,212.960,11
23449,972,840,3,18,11,11,11,11,0.0,51,\N,\N,50,12,1:38.870,212.934,11
23451,972,825,210,20,13,13,13,13,0.0,51,\N,\N,40,13,1:39.566,211.445,11
23455,972,817,9,3,5,\N,R,17,0.0,5,\N,\N,4,17,1:42.285,205.824,23
23458,972,4,1,14,15,\N,W,20,0.0,0,\N,\N,\N,0,\N,\N,131
23459,973,1,131,44,1,1,1,1,25.0,66,1:35:56.497,5756497,64,1,1:23.593,200.471,1
23461,973,817,9,3,6,3,3,3,15.0,66,+1:15.820,5832317,40,3,1:23.686,200.248,1
23462,973,815,10,11,8,4,4,4,12.0,65,\N,\N,51,7,1:25.755,195.417,11
23463,973,839,10,31,10,5,5,5,10.0,65,\N,\N,40,11,1:26.276,194.237,11
23464,973,807,4,27,13,6,6,6,8.0,65,\N,\N,56,15,1:26.703,193.280,11
23465,973,832,5,55,12,7,7,7,6.0,65,\N,\N,61,9,1:26.186,194.439,11
23470,973,4,1,14,7,12,12,12,0.0,64,\N,\N,64,4,1:23.894,199.752,12
23472,973,825,210,20,11,14,14,14,0.0,64,\N,\N,15,12,1:26.371,194.023,12
23474,973,840,3,18,18,16,16,16,0.0,64,\N,\N,50,16,1:26.838,192.980,12
23475,973,822,131,77,3,\N,R,17,0.0,38,\N,\N,28,5,1:24.696,197.860,131
23477,973,830,9,33,5,\N,R,19,0.0,1,\N,\N,\N,0,\N,\N,130
23481,974,817,9,3,5,3,3,3,15.0,78,+3.745,6288085,51,4,1:15.756,158.577,1
23482,974,822,131,77,3,4,4,4,12.0,78,+5.517,6289857,22,9,1:16.439,157.160,1
23483,974,830,9,33,4,5,5,5,10.0,78,+6.199,6290539,56,8,1:16.329,157.387,1
23484,974,832,5,55,6,6,6,6,8.0,78,+12.038,6296378,39,14,1:16.649,156.730,1
23485,974,1,131,44,13,7,7,7,6.0,78,+15.801,6300141,54,5,1:15.825,158.433,1
23488,974,825,210,20,11,10,10,10,1.0,78,+21.443,6305783,44,7,1:16.313,157.420,1
23490,974,839,10,31,15,12,12,12,0.0,78,+23.725,6308065,52,10,1:16.482,157.072,1
23491,974,815,10,11,7,13,13,13,0.0,78,+39.089,6323429,76,1,1:14.820,160.561,1
23493,974,840,3,18,17,15,15,15,0.0,71,\N,\N,71,6,1:16.075,157.912,23
23498,974,807,4,27,10,\N,R,20,0.0,15,\N,\N,13,19,1:17.885,154.242,6
23499,975,1,131,44,1,1,1,1,25.0,70,1:33:05.154,5585154,64,1,1:14.551,210.588,1
23500,975,822,131,77,3,2,2,2,18.0,70,+19.783,5604937,65,5,1:15.894,206.862,1
23501,975,817,9,3,6,3,3,3,15.0,70,+35.297,5620451,67,8,1:16.165,206.126,1
23503,975,815,10,11,8,5,5,5,10.0,70,+40.476,5625630,62,11,1:16.367,205.580,1
23504,975,839,10,31,9,6,6,6,8.0,70,+40.716,5625870,68,9,1:16.247,205.904,1
23506,975,807,4,27,10,8,8,8,4.0,70,+1:00.374,5645528,64,7,1:16.136,206.204,1
23507,975,840,3,18,17,9,9,9,2.0,69,\N,\N,64,6,1:15.979,206.630,11
23510,975,825,210,20,18,12,12,12,0.0,69,\N,\N,65,10,1:16.341,205.650,11
23514,975,4,1,14,12,16,16,16,0.0,66,\N,\N,63,4,1:15.853,206.974,131
23516,975,830,9,33,5,\N,R,18,0.0,10,\N,\N,9,18,1:17.187,203.396,10
23518,975,832,5,55,13,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4
23519,976,817,9,3,10,1,1,1,25.0,51,2:03:55.573,7435573,46,4,1:44.882,206.048,1
23520,976,822,131,77,2,2,2,2,18.0,51,+3.904,7439477,51,3,1:43.925,207.946,1
23521,976,840,3,18,8,3,3,3,15.0,51,+4.009,7439582,44,5,1:45.108,205.605,1
23523,976,1,131,44,1,5,5,5,10.0,51,+6.188,7441761,46,2,1:43.469,208.862,1
23524,976,839,10,31,7,6,6,6,8.0,51,+30.298,7465871,39,9,1:45.634,204.581,1
23525,976,825,210,20,12,7,7,7,6.0,51,+41.753,7477326,45,11,1:46.312,203.277,1
23526,976,832,5,55,15,8,8,8,4.0,51,+49.400,7484973,46,10,1:45.866,204.133,1
23527,976,4,1,14,19,9,9,9,2.0,51,+59.551,7495124,49,6,1:45.168,205.488,1
23533,976,815,10,11,6,\N,R,15,0.0,39,\N,\N,37,8,1:45.588,204.670,136
23535,976,807,4,27,13,\N,R,17,0.0,24,\N,\N,9,19,1:48.536,199.111,3
23536,976,830,9,33,5,\N,R,18,0.0,12,\N,\N,10,12,1:46.398,203.112,51
23541,846,815,15,17,0,\N,W,24,0.0,0,\N,\N,\N,0,\N,\N,82
23542,977,822,131,77,1,1,1,1,25.0,71,1:21:48.523,4908523,51,5,1:07.847,229.115,1
23544,977,817,9,3,4,3,3,3,15.0,71,+6.012,4914535,69,2,1:07.442,230.491,1
23545,977,1,131,44,8,4,4,4,12.0,71,+7.430,4915953,69,1,1:07.411,230.597,1
23548,977,815,10,11,7,7,7,7,6.0,70,\N,\N,58,9,1:08.470,227.030,11
23549,977,839,10,31,9,8,8,8,4.0,70,\N,\N,68,12,1:08.659,226.405,11
23551,977,840,3,18,18,10,10,10,1.0,70,\N,\N,67,13,1:08.777,226.017,11
23554,977,807,4,27,11,13,13,13,0.0,70,\N,\N,64,14,1:09.043,225.146,11
23558,977,832,5,55,10,\N,R,17,0.0,44,\N,\N,42,15,1:09.150,224.798,5
23559,977,825,210,20,15,\N,R,18,0.0,29,\N,\N,23,18,1:10.402,220.800,9
